,blues,greens,reds,nirs,swir1s,swir2s,thermals,qa,dates
1926,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-07-04
1927,255,509,420,3492,1582,675,2755,66,2009-07-10
1928,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-07-11
1929,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-07-12
1930,272,453,314,3242,1413,572,2885,66,2009-07-18
1931,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-07-19
1932,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-07-20
1933,310,490,380,3142,1410,614,3125,66,2009-07-26
1934,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-07-27
1935,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-07-28
1936,20000,20000,20000,6002,20000,4831,935,224,2009-08-03
1937,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-08-04
1938,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-08-05
1939,405,521,483,2989,1323,536,3005,66,2009-08-11
1940,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-08-12
1941,347,462,363,2972,1208,502,2435,66,2009-08-19
1942,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-08-20
1943,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-08-21
1944,237,385,307,2946,1378,596,3405,66,2009-08-27
1945,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-08-28
1946,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-08-29
1947,248,395,293,2811,1179,496,2535,66,2009-09-04
1948,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-09-05
1949,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-09-06
1950,20000,4414,4726,5646,4775,3807,-295,224,2009-09-12
1951,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-09-13
1952,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-09-14
1953,204,375,245,2584,1126,503,2585,66,2009-09-20
1954,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-09-21
1955,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-09-22
1956,270,420,391,2057,868,387,2325,66,2009-09-28
1957,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-09-29
1958,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-09-30
1959,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-10-07
1960,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-10-08
1961,20000,5167,5435,6156,5629,4459,-25,224,2009-10-14
1962,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-10-15
1963,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-10-16
1964,3148,3380,3484,4501,4351,3724,1105,224,2009-10-22
1965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-10-23
1966,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-10-24
1967,201,280,227,2000,821,330,2105,66,2009-10-30
1968,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-10-31
1969,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-11-01
1970,196,206,106,1483,574,172,1385,66,2009-11-07
1971,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-11-08
1972,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-11-09
1973,164,263,158,2003,720,312,1655,66,2009-11-15
1974,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-11-16
1975,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-11-17
1976,204,198,166,1839,647,239,1385,66,2009-11-23
1977,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-11-24
1978,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-11-25
1979,397,498,490,1833,960,526,1095,66,2009-12-01
1980,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-12-02
1981,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-12-03
1982,219,279,228,1665,572,253,585,66,2009-12-09
1983,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-12-10
1984,428,531,407,2025,1053,579,1145,66,2009-12-17
1985,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-12-18
1986,158,276,151,1612,556,222,1045,66,2009-12-25
1987,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-12-27
1988,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-01-03
1989,3192,3164,3083,4595,3025,2405,-1765,224,2010-01-10
1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-01-11
1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-01-12
1992,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-01-27
1993,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-01-28
1994,186,314,245,1973,766,370,1335,66,2010-02-03
1995,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-02-04
1996,2199,2245,2185,3538,1887,1515,-1465,224,2010-02-11
1997,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-02-12
1998,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-02-13
1999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-02-20
2000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-02-21
2001,462,375,318,3055,1257,600,1215,66,2010-02-27
2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-02-28
2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-03-01
2004,20000,6010,6259,6806,5541,4173,245,224,2010-03-07
2005,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-03-08
2006,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-03-09
2007,341,438,379,2618,1134,583,1045,66,2010-03-15
2008,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-03-16
2009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-03-17
2010,286,438,375,2595,1141,480,1975,66,2010-03-23
2011,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-03-24
2012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-03-25
2013,3445,3716,3755,5559,4410,3910,-35,224,2010-03-31
2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-04-01
2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-04-02
2016,244,394,335,2815,1129,444,1745,66,2010-04-08
2017,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-04-09
2018,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-04-10
2019,252,381,287,2947,1193,445,1655,66,2010-04-16
2020,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-04-17
2021,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-04-18
2022,260,404,329,2922,1158,518,2015,66,2010-04-24
2023,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-04-25
2024,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-04-26
2025,183,335,254,3053,1199,445,1975,66,2010-05-02
2026,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-05-03
2027,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-05-04
2028,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-05-11
2029,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-05-12
2030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-05-18
2031,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-05-19
2032,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-05-20
2033,20000,5919,6201,6870,5428,3921,-465,224,2010-05-26
2034,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-05-27
2035,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-05-28
2036,625,880,836,3215,2090,1279,1495,66,2010-06-03
2037,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-06-05
2038,269,434,323,3299,1285,558,2835,66,2010-06-11
2039,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-06-12
2040,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-06-13
2041,358,673,463,4392,1581,589,1975,72,2010-06-19
2042,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-06-20
2043,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-06-21
2044,274,452,319,3415,1338,602,3085,66,2010-06-27
2045,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-06-28
2046,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-06-29
2047,247,463,291,3458,1357,485,2485,66,2010-07-05
2048,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-07-06
2049,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-07-07
2050,348,545,384,3331,1228,550,2625,66,2010-07-13
2051,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-07-14
2052,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-07-15
2053,377,531,415,3404,1349,511,2335,66,2010-07-21
2054,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-07-22
2055,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-07-23
2056,263,404,304,3274,1293,515,2755,66,2010-07-29
2057,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-07-30
2058,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-07-31
2059,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-08-07
2060,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-08-08
2061,20000,5651,5948,6460,20000,5054,1095,224,2010-08-14
2062,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-08-15
2063,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-08-16
2064,198,359,250,2931,1125,375,2385,66,2010-08-22
2065,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-08-23
2066,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-08-24
2067,243,389,341,2885,1106,454,2365,66,2010-08-30
2068,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-09-01
2069,278,407,282,2755,1162,399,2285,66,2010-09-07
2070,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-09-08
2071,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-09-09
2072,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-09-16
2073,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-09-17
2074,204,384,252,2569,1032,399,2285,66,2010-09-23
2075,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-09-24
2076,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-09-25
2077,473,514,467,2775,1152,440,2015,66,2010-10-01
2078,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-10-02
2079,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-10-03
2080,288,381,362,2361,1022,386,1975,66,2010-10-09
2081,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-10-10
2082,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-10-18
2083,153,208,152,2300,1001,419,1605,66,2010-10-25
2084,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-10-27
2085,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-11-04
2086,239,325,235,2166,796,284,1215,66,2010-11-10
2087,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-11-11
2088,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-11-12
2089,211,237,227,1690,732,317,1565,72,2010-11-18
2090,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-11-19
2091,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-11-20
2092,560,596,487,1886,891,523,465,66,2010-11-26
2093,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-11-27
2094,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-11-28
2095,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-12-04
2096,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-12-05
2097,5487,5551,5740,5940,5072,4183,875,224,2010-12-12
2098,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-12-13
2099,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-12-14
2100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-12-21
2101,5151,5173,5254,5603,2146,1928,-2235,224,2010-12-28
2102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-12-29
2103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2010-12-30
2104,262,225,160,1472,656,364,895,66,2011-01-05
2105,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-01-06
2106,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-01-07
2107,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-01-13
2108,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-01-14
2109,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-01-15
2110,188,241,230,1529,709,283,1335,66,2011-01-21
2111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-01-22
2112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-01-23
2113,2136,2413,2337,3871,3169,2635,155,224,2011-01-29
2114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-01-31
2115,104,261,250,2078,746,361,2015,66,2011-02-06
2116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-02-07
2117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-02-08
2118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-02-15
2119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-02-23
2120,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-03-02
2121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-03-03
2122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-03-04
2123,20000,6481,6582,7213,4171,3151,-2665,224,2011-03-10
2124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-03-11
2125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-03-12
2126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-03-18
2127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-03-19
2128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-03-27
2129,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-03-28
2130,224,334,199,2693,1026,389,1605,66,2011-04-03
2131,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-04-04
2132,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-04-05
2133,2622,2786,2794,4425,3326,2648,245,224,2011-04-11
2134,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-04-12
2135,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-04-13
2136,2152,2259,2326,3823,2266,1720,585,224,2011-04-19
2137,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-04-20
2138,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-04-21
2139,222,396,287,2903,1202,425,1885,66,2011-04-27
2140,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-04-28
2141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-04-29
2142,253,414,278,3034,1213,464,3075,66,2011-05-05
2143,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-05-06
2144,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-05-07
2145,280,424,296,2920,1271,506,2285,66,2011-05-13
2146,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-05-14
2147,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-05-15
2148,240,385,221,3086,1304,570,2185,66,2011-05-21
2149,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-05-22
2150,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-05-23
2151,253,434,295,3055,1313,528,1975,66,2011-05-29
2152,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-05-30
2153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-05-31
2154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-06-07
2155,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-06-08
2156,280,477,342,3190,1305,501,2795,66,2011-06-14
2157,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-06-15
2158,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-06-16
2159,249,488,284,3226,1233,457,2935,66,2011-06-22
2160,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-06-23
2161,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-06-24
2162,292,471,354,3266,1275,540,2585,66,2011-06-30
2163,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-07-01
2164,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-07-02
2165,272,473,320,3348,1358,509,2975,66,2011-07-08
2166,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-07-09
2167,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-07-10
2168,20000,6928,20000,7670,20000,4788,895,224,2011-07-16
2169,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-07-17
2170,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-07-18
2171,247,464,342,3250,1260,509,2535,66,2011-07-24
2172,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-07-25
2173,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-07-26
2174,318,442,362,3088,1217,489,2455,66,2011-08-01
2175,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-08-02
2176,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-08-03
2177,240,441,298,3094,1205,433,2685,66,2011-08-09
2178,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-08-10
2179,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-08-11
2180,264,467,380,2983,1173,433,2795,66,2011-08-17
2181,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-08-18
2182,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-08-19
2183,306,411,262,2948,1145,432,2335,66,2011-08-25
2184,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-08-26
2185,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-08-27
2186,281,391,340,2836,1153,561,3085,66,2011-09-02
2187,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-09-03
2188,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-09-04
2189,510,573,469,2640,1060,435,2585,66,2011-09-10
2190,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-09-11
2191,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-09-12
2192,258,356,276,2644,1097,408,2705,66,2011-09-18
2193,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-09-19
2194,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-09-20
2195,251,358,247,2351,1020,352,2135,66,2011-09-26
2196,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-09-27
2197,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-09-28
2198,20000,7668,7875,8292,5563,3596,-135,224,2011-10-04
2199,226,286,230,2249,887,326,2075,66,2011-10-12
2200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-10-13
2201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-10-14
2202,845,840,813,1980,1620,1148,1795,96,2011-10-20
2203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-10-22
2204,243,320,223,2036,787,291,2025,66,2011-10-28
2205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-10-29
2206,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-10-30
2207,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-11-05
2208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-11-06
2209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-11-07
2210,573,626,647,1972,1146,672,645,66,2011-11-13
2211,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-11-15
2212,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-11-22
2213,3243,3215,3252,3865,3480,2909,695,224,2011-11-29
2214,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-12-01
2215,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-12-08
2216,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-12-15
2217,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-12-17
2218,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2011-12-24
2219,1569,1595,1542,2222,1529,1112,-895,224,2011-12-31
2220,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-01-02
2221,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-01-09
2222,149,273,187,1601,676,288,985,66,2012-01-16
2223,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-01-18
2224,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-01-25
2225,20000,20000,20000,7883,4851,3410,-825,224,2012-02-01
2226,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-02-03
2227,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-02-10
2228,190,324,268,2079,814,304,1435,66,2012-02-17
2229,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-02-19
2230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-02-26
2231,225,342,255,2274,911,380,1815,66,2012-03-04
2232,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-03-06
2233,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-03-13
2234,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-03-20
2235,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-03-22
2236,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-03-29
2237,213,403,259,2630,1100,474,1435,66,2012-04-05
2238,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-04-07
2239,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-04-14
2240,182,363,208,2808,1169,392,2685,66,2012-04-21
2241,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-04-23
2242,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-04-30
2243,254,452,312,2918,1221,391,2835,66,2012-05-07
2244,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-05-09
2245,274,455,354,2985,1275,458,2185,66,2012-05-23
2246,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-05-25
2247,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-06-01
2248,222,473,321,3128,1344,555,2435,66,2012-06-08
2249,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-06-10
2250,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-06-17
2251,257,457,339,3156,1332,495,2485,66,2012-06-24
2252,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-06-26
2253,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-07-03
2254,276,520,359,3155,1439,637,3025,66,2012-07-10
2255,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-07-12
2256,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-07-19
2257,321,520,440,2971,1336,539,2285,66,2012-07-26
2258,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-07-28
2259,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-08-04
2260,316,465,335,2809,1305,534,2935,66,2012-08-11
2261,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-08-13
2262,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-08-20
2263,256,431,367,2653,1205,402,2535,66,2012-08-27
2264,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-08-29
2265,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-09-05
2266,305,460,330,2517,1179,479,2435,66,2012-09-12
2267,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-09-14
2268,373,548,434,2336,1039,441,2025,66,2012-09-28
2269,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-09-30
2270,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-10-07
2271,1287,1443,1540,2976,2677,2112,1605,224,2012-10-14
2272,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-10-16
2273,5254,5531,5761,6096,5424,4352,1045,224,2012-10-30
2274,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-11-01
2275,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-11-08
2276,784,920,873,2492,1905,1303,1045,160,2012-11-15
2277,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-11-24
2278,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-12-03
2279,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-12-10
2280,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-12-19
2281,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2012-12-26
2282,138,285,197,1666,621,213,1045,66,2013-01-02
2283,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-01-04
2284,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-01-11
2285,293,318,207,1742,742,201,1215,66,2013-01-18
2286,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-01-20
2287,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-01-27
2288,3190,3203,3245,4414,3796,3258,215,224,2013-02-03
2289,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-02-05
2290,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-02-12
2291,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-02-19
2292,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-02-21
2293,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-02-28
2294,3137,3313,3450,4333,3215,2699,-2075,224,2013-03-07
2295,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-03-09
2296,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-03-16
2297,231,376,305,2323,1006,411,1605,66,2013-03-23
2298,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-03-25
2299,193,392,221,2656,1091,425,1655,66,2013-04-08
2300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-04-10
2301,148,342,179,2805,1155,488,2165,322,2013-04-16
2302,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-04-17
2303,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013-04-18
2304,302,500,385,2822,1179,454,2185,66,2013-04-24
